ID,assists,bonus,bps,CS,creativity,Gc,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,starts,xG,expected_assists,expected_goal_involvements,xGc,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,added,chance_of_playing_next_round,chance_of_playing_this_round,code,event_points,form,news,news_added,news_return,news_updated,squad_number,total_points,web_name,position,team,name
265,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.591864Z,0.0,0.0,590012,0,0.0,Back injury - Unknown return date,2025-08-10T22:30:04.775923Z,,,,0,Kporha,DEF,Crystal Palace,Caleb Kporha
266,3,6,241,6,135.3,5,4,65.8,243.8,861,0,0,0,0,0,279.0,0,10,2.54,1.35,3.89,4.78,11,34,10,55,2025-07-20T23:14:21.594432Z,,,232413,2,8.0,,,,,,63,Eze,MID,Arsenal,Eberechi Eze
267,1,6,155,6,130.0,6,3,51.7,194.4,919,0,0,0,0,0,192.0,1,11,3.85,0.52,4.36,13.13,24,31,10,65,2025-07-20T23:14:21.597098Z,25.0,100.0,232185,1,2.3,Ankle injury - 25% chance of playing,2025-11-30T22:30:09.281464Z,,,,50,Sarr,MID,Crystal Palace,Ismaïla Sarr
268,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.599819Z,0.0,0.0,438464,0,0.0,Knee injury - Unknown return date,2025-07-21T10:00:04.882113Z,,,,0,Doucouré,MID,Crystal Palace,Cheick Doucouré
269,0,0,6,0,0.4,0,0,0.7,4.6,24,0,0,0,0,0,2.0,0,0,0.00,0.01,0.01,0.27,0,0,2,2,2025-07-20T23:14:21.602498Z,,,606921,0,0.0,,,,,,1,Esse,MID,Crystal Palace,Romain Esse
270,0,0,61,3,100.9,3,0,18.6,59.4,459,0,0,0,0,0,26.0,3,5,0.15,0.61,0.76,5.01,20,16,5,41,2025-07-20T23:14:21.605174Z,100.0,75.0,108413,1,1.0,,2025-11-28T19:00:08.464576Z,,,,16,Hughes,MID,Crystal Palace,Will Hughes
271,2,0,162,5,114.6,9,0,31.4,108.0,922,0,0,0,0,0,92.0,0,11,0.85,1.04,1.89,12.58,17,52,32,101,2025-07-20T23:14:21.607843Z,100.0,100.0,209400,4,3.3,,2025-08-10T22:30:04.831701Z,,,,39,Kamada,MID,Crystal Palace,Daichi Kamada
272,2,1,69,3,58.4,2,0,18.0,62.2,374,0,0,0,0,0,60.0,3,3,0.57,0.15,0.72,3.88,18,21,4,43,2025-07-20T23:14:21.610411Z,,,152551,0,1.0,,,,,,22,Lerma,MID,Crystal Palace,Jefferson Lerma Solís
273,2,2,182,4,265.2,10,0,43.9,141.0,863,0,0,0,0,0,34.0,1,11,0.44,1.95,2.39,12.90,25,47,17,89,2025-07-20T23:14:21.613050Z,100.0,100.0,496221,4,4.3,,2025-10-31T16:30:08.463118Z,,,,36,Wharton,MID,Crystal Palace,Adam Wharton
274,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.615627Z,,,579075,0,0.0,,,,,,0,Agbinone,MID,Crystal Palace,Asher Agbinone
275,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.618223Z,,,466117,0,0.0,,,,,,0,Ahamada,MID,Crystal Palace,Naouirou Ahamada
276,0,0,36,0,32.0,3,0,12.4,16.4,171,0,0,0,0,0,75.0,0,1,0.49,0.20,0.69,2.25,1,12,7,20,2025-07-20T23:14:21.620880Z,,,489706,1,0.7,,,,,,11,Devenny,MID,Crystal Palace,Justin Devenny
277,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.623500Z,0.0,0.0,450535,0,0.0,Has joined Blackpool permanently.,2025-08-11T01:12:01.633662Z,,,,0,Ebiowei,MID,Crystal Palace,Malcolm Ebiowei
278,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.626136Z,0.0,0.0,450542,0,0.0,has joined Caykur Rizespor on loan for the rest of the season.,2025-09-22T09:16:14.064898Z,,,,0,J.Rak-Sakyi,MID,Crystal Palace,Jesurun Rak-Sakyi
279,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.628772Z,0.0,0.0,536694,0,0.0,Has joined CR Vasco da Gama on loan for the rest of the season.,2025-08-10T22:30:04.849181Z,,,,0,M.França,MID,Crystal Palace,Matheus França de Oliveira
280,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.631321Z,0.0,0.0,531989,0,0.0,Has joined Derby County on loan for the rest of the season.,2025-07-30T14:07:45.618291Z,,,,0,Ozoh,MID,Crystal Palace,David Ozoh
281,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.634057Z,,,530318,0,0.0,,,,,,0,Rodney,MID,Crystal Palace,Kaden Rodney
282,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.636656Z,0.0,0.0,574398,0,0.0,has joined Portsmouth permanently.,2025-09-22T21:43:58.439788Z,,,,0,Umeh,MID,Crystal Palace,Franco Umeh-Chibueze
283,0,6,208,6,71.6,9,7,82.3,306.8,1108,0,0,0,0,0,446.0,2,13,9.56,0.64,10.20,13.06,28,26,5,59,2025-07-20T23:14:21.639539Z,,,231747,6,3.0,,,,,,57,Mateta,FWD,Crystal Palace,Jean-Philippe Mateta
284,0,0,45,0,68.5,6,1,20.7,55.8,189,0,0,0,0,0,82.0,2,0,1.11,0.43,1.54,4.54,6,8,4,18,2025-07-20T23:14:21.642286Z,100.0,100.0,205533,0,0.3,,2025-10-30T15:00:09.954721Z,,,,9,Nketiah,FWD,Crystal Palace,Eddie Nketiah
285,0,0,6,0,0.0,0,0,0.2,2.0,2,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.27,0,0,1,1,2025-07-20T23:14:21.645309Z,0.0,0.0,199670,0,0.0,has joined RC Lens permanently.,2025-08-28T17:00:07.862344Z,,,,1,Édouard,FWD,Crystal Palace,Odsonne Édouard
286,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.648015Z,,,576980,0,0.0,,,,,,0,Marsh,FWD,Crystal Palace,Zach Marsh
287,0,5,206,4,0.1,17,0,34.2,343.0,1170,0,0,1,0,38,0.0,0,13,0.00,0.08,0.08,19.40,23,102,1,0,2025-07-20T23:14:21.650695Z,,,111234,1,5.0,,,,,,53,Pickford,GK,Everton,Jordan Pickford
288,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.657262Z,,,229600,0,0.0,,,,,,0,Travers,GK,Everton,Mark Travers
289,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.660063Z,,,447325,0,0.0,,,,,,0,Tyrer,GK,Everton,Harry Tyrer
290,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.662759Z,0.0,0.0,480455,0,0.0,Hamstring injury - Unknown return date,2025-10-17T14:00:10.203776Z,,,,0,Branthwaite,DEF,Everton,Jarrad Branthwaite
291,1,1,204,4,108.1,17,0,52.1,329.8,1170,0,0,0,0,0,82.0,2,13,0.36,0.76,1.12,19.40,118,33,17,135,2025-07-20T23:14:21.665391Z,,,17761,3,4.5,,,,,,54,Tarkowski,DEF,Everton,James Tarkowski
292,0,1,81,2,72.9,16,0,25.7,156.8,895,0,0,0,0,0,28.0,1,10,0.05,0.86,0.91,14.36,66,33,10,76,2025-07-20T23:14:21.668191Z,100.0,100.0,224967,2,4.8,,2025-09-05T10:00:06.495475Z,,,,28,Mykolenko,DEF,Everton,Vitalii Mykolenko
293,0,1,109,3,77.9,16,0,30.2,167.0,1038,0,0,0,0,0,56.0,0,11,0.41,0.22,0.63,18.58,56,36,19,75,2025-07-20T23:14:21.670831Z,,,512462,0,2.2,,,,,,34,O'Brien,DEF,Everton,Jake O'Brien
294,0,0,10,0,0.1,0,0,0.0,0.0,11,0,0,0,0,0,0.0,0,1,0.00,0.00,0.00,0.24,0,1,0,0,2025-07-20T23:14:21.673465Z,0.0,75.0,59949,0,0.2,Hamstring injury - Unknown return date,2025-11-25T00:00:08.625945Z,,,,3,Coleman,DEF,Everton,Séamus Coleman
295,0,5,183,4,21.7,17,2,48.3,346.6,1144,0,0,0,0,0,116.0,0,13,1.11,0.13,1.24,19.07,114,38,12,126,2025-07-20T23:14:21.676154Z,100.0,100.0,106611,2,7.5,,2025-10-06T07:30:07.973751Z,,,,67,Keane,DEF,Everton,Michael Keane
296,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.678843Z,0.0,0.0,243571,0,0.0,Foot injury - Unknown return date,2025-10-17T14:30:10.578096Z,,,,0,Patterson,DEF,Everton,Nathan Patterson
297,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.681474Z,,,496178,0,0.0,,,,,,0,Dixon,DEF,Everton,Roman Dixon
298,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.684138Z,,,474907,0,0.0,,,,,,0,Welch,DEF,Everton,Reece Welch
299,1,3,248,4,214.4,17,4,72.8,298.6,1073,0,0,0,0,0,214.0,2,13,2.71,2.48,5.19,16.04,13,77,29,119,2025-07-20T23:14:21.686827Z,100.0,100.0,440993,2,4.2,,2025-11-04T11:00:08.204329Z,,,,60,Ndiaye,MID,Everton,Iliman Ndiaye
300,0,0,14,0,16.4,0,0,3.3,9.8,64,0,0,0,0,0,8.0,0,0,0.24,0.02,0.26,2.89,2,2,1,5,2025-07-20T23:14:21.689441Z,,,433154,1,0.8,,,,,,5,McNeil,MID,Everton,Dwight McNeil
301,0,0,41,0,29.0,5,0,11.4,26.4,289,0,0,0,0,0,59.0,2,2,0.25,0.08,0.33,6.88,2,19,6,27,2025-07-20T23:14:21.692506Z,,,502697,1,0.5,,,,,,10,Alcaraz,MID,Everton,Carlos Alcaraz Durán
302,0,3,196,3,108.2,11,2,39.2,174.4,961,0,0,0,1,0,110.0,0,12,1.07,0.62,1.69,13.90,24,55,22,101,2025-07-20T23:14:21.695277Z,0.0,0.0,80801,0,3.0,Suspended until 13 Dec,2025-11-25T00:00:08.655965Z,,,,40,Gana,MID,Everton,Idrissa Gana Gueye
303,2,5,258,4,222.8,17,1,59.2,270.2,1170,0,0,0,0,0,99.0,4,13,1.01,1.46,2.47,19.40,53,51,30,134,2025-07-20T23:14:21.697925Z,,,232928,2,3.2,,,,,,50,Garner,MID,Everton,James Garner
304,2,0,67,4,25.1,4,0,10.8,70.4,391,0,0,0,0,0,13.0,4,5,0.15,0.05,0.20,6.78,15,18,11,44,2025-07-20T23:14:21.700603Z,,,490094,1,2.0,,,,,,20,Iroegbunam,MID,Everton,Tim Iroegbunam
305,0,0,3,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.703321Z,0.0,0.0,609873,0,0.0,has joined Preston North End on loan for the rest of the season.,2025-09-02T11:36:28.006606Z,,,,1,Armstrong,MID,Everton,Harrison Armstrong
306,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.706045Z,,,547801,0,0.0,,,,,,0,Bates,MID,Everton,Callum Bates
307,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.708684Z,,,504296,0,0.0,,,,,,0,Ebere,MID,Everton,Coby Ebere
308,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.711358Z,0.0,0.0,496279,0,0.0,has joined Accrington on loan for the rest of the season.,2025-09-02T12:26:54.658601Z,,,,0,Heath,MID,Everton,Isaac Heath
309,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.714060Z,0.0,0.0,491557,0,0.0,Has joined Bradford City permanently.,2025-07-25T14:54:45.196473Z,,,,0,Metcalfe,MID,Everton,Jenson Metcalfe
310,0,0,15,3,54.2,8,0,14.1,18.6,546,0,0,0,0,0,84.0,1,6,1.62,0.07,1.69,8.61,11,7,0,18,2025-07-20T23:14:21.716689Z,,,586309,2,1.5,,,,,,16,Barry,FWD,Everton,Thierno Barry
311,0,1,51,1,48.2,9,1,33.7,81.6,618,0,0,0,0,0,219.0,1,7,3.86,0.12,3.98,10.96,18,11,6,35,2025-07-20T23:14:21.719311Z,,,486385,1,1.0,,,,,,23,Beto,FWD,Everton,Norberto Bercique Gomes Betuncal
312,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.722081Z,0.0,0.0,491012,0,0.0,has joined Rangers permanently.,2025-09-02T12:26:54.689038Z,,,,0,Y.Chermiti,FWD,Everton,Youssef Ramalho Chermiti
313,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.724763Z,0.0,0.0,536241,0,0.0,has joined Rotherham United on loan for the rest of the season.,2025-09-22T21:18:55.519763Z,,,,0,Sherif,FWD,Everton,Martin Sherif
314,0,2,176,3,0.0,17,0,28.8,288.6,1170,0,0,0,0,35,0.0,3,13,0.00,0.00,0.00,15.80,16,113,1,0,2025-07-20T23:14:21.727347Z,,,80201,1,2.7,,,,,,40,Leno,GK,Fulham,Bernd Leno
315,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.730108Z,0.0,0.0,428971,0,0.0,Has joined Millwall on loan for the rest of the season.,2025-07-28T11:48:41.553663Z,,,,0,Benda,GK,Fulham,Steven Benda
316,0,0,12,0,22.8,0,0,4.1,13.6,61,0,0,0,0,0,4.0,0,0,0.00,0.08,0.08,0.23,2,1,0,2,2025-07-20T23:14:21.732795Z,0.0,0.0,169528,0,0.0,Knee injury - Unknown return date,2025-10-17T01:00:10.471151Z,,,,3,Robinson,DEF,Fulham,Antonee Robinson
317,0,4,189,3,34.9,14,0,38.7,294.2,1031,0,0,0,0,0,58.0,0,12,0.54,0.99,1.53,12.34,115,43,17,132,2025-07-20T23:14:21.735440Z,100.0,100.0,174874,4,5.7,,2025-10-18T20:00:09.645414Z,,,,53,Andersen,DEF,Fulham,Joachim Andersen
318,0,6,145,3,64.8,16,0,29.4,213.4,1088,0,0,0,0,0,15.0,3,12,0.16,0.11,0.27,14.50,63,49,22,85,2025-07-20T23:14:21.738093Z,,,232892,4,5.0,,,,,,41,Bassey,DEF,Fulham,Calvin Bassey
319,0,0,38,0,52.5,10,0,15.9,69.8,401,0,0,0,0,0,37.0,0,5,0.42,0.12,0.54,8.23,23,15,11,34,2025-07-20T23:14:21.740770Z,,,166477,1,0.7,,,,,,12,Castagne,DEF,Fulham,Timothy Castagne
320,0,0,9,0,1.7,5,0,4.0,34.0,223,0,0,0,0,0,4.0,1,2,0.00,0.02,0.02,4.06,16,7,4,20,2025-07-20T23:14:21.743361Z,,,219924,0,0.0,,,,,,4,Diop,DEF,Fulham,Issa Diop
321,0,0,25,0,4.6,2,0,5.1,40.6,168,0,0,0,0,0,6.0,0,2,0.00,0.01,0.01,2.42,18,6,2,20,2025-07-20T23:14:21.746041Z,,,246301,0,0.0,,,,,,7,J.Cuenca,DEF,Fulham,Jorge Cuenca Barreno
322,0,2,178,3,87.2,10,1,37.1,227.8,900,0,0,0,0,0,56.0,1,10,0.23,0.54,0.77,11.68,51,35,34,85,2025-07-20T23:14:21.748601Z,100.0,100.0,167074,12,7.0,,2025-09-29T00:30:06.414184Z,,,,44,Tete,DEF,Fulham,Kenny Tete
323,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.751323Z,,,591385,0,0.0,,,,,,0,Amissah,DEF,Fulham,Samuel Amissah
324,2,5,202,3,305.5,16,1,62.4,200.4,1073,0,0,0,0,0,118.0,2,13,0.62,1.63,2.25,14.61,16,49,15,80,2025-07-20T23:14:21.754070Z,,,153133,2,2.3,,,,,,45,Iwobi,MID,Fulham,Alex Iwobi
325,0,0,62,0,71.2,2,1,22.0,63.8,264,0,0,0,0,0,85.0,0,1,1.25,0.29,1.54,3.65,3,8,4,15,2025-07-20T23:14:21.756770Z,100.0,100.0,209289,1,1.0,,2025-10-28T21:00:08.536299Z,,,,18,Smith Rowe,MID,Fulham,Emile Smith Rowe
326,0,0,41,0,58.9,6,0,12.9,19.0,242,0,0,0,0,0,55.0,0,1,0.19,0.55,0.74,4.54,1,11,1,13,2025-07-20T23:14:21.759465Z,,,159533,0,0.3,,,,,,11,Adama,MID,Fulham,Adama Traoré Diarra
327,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.762168Z,0.0,0.0,156689,0,0.0,has joined Palmeiras permanently.,2025-09-02T13:24:11.133813Z,,,,0,Andreas,MID,Fulham,Andreas Hoelgebaum Pereira
328,2,5,190,3,102.5,16,2,45.7,238.6,1016,0,0,0,0,0,117.0,0,12,0.81,0.84,1.65,14.09,59,37,24,120,2025-07-20T23:14:21.764847Z,100.0,100.0,184349,4,3.7,,2025-08-22T14:00:07.804630Z,,,,54,Sessegnon,MID,Fulham,Ryan Sessegnon
329,1,7,166,3,151.5,8,3,48.9,172.8,809,0,0,0,0,0,167.0,2,10,1.65,0.54,2.19,7.60,18,31,14,63,2025-07-20T23:14:21.767427Z,75.0,100.0,153682,10,4.3,Hamstring injury - 75% chance of playing,2025-12-01T13:00:07.476350Z,,,,46,Wilson,MID,Fulham,Harry Wilson
330,1,0,181,3,152.8,17,0,34.3,151.8,1138,0,0,0,0,0,38.0,2,13,0.60,0.49,1.09,15.37,31,52,18,101,2025-07-20T23:14:21.770221Z,,,207189,2,2.3,,,,,,32,Berge,MID,Fulham,Sander Berge
331,0,0,31,0,35.1,5,0,7.3,14.6,196,0,0,0,0,0,22.0,1,1,0.44,0.09,0.53,3.27,3,9,1,13,2025-07-20T23:14:21.772927Z,100.0,100.0,76357,0,0.0,,2025-10-18T20:00:09.684225Z,,,,8,Cairney,MID,Fulham,Tom Cairney
332,2,2,133,1,229.8,10,1,44.0,140.4,699,0,0,0,0,0,71.0,5,9,1.35,1.01,2.36,10.81,25,27,20,72,2025-07-20T23:14:21.775520Z,100.0,100.0,212314,1,0.3,,2025-11-08T18:30:08.726840Z,,,,28,Lukić,MID,Fulham,Saša Lukić
333,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.778252Z,0.0,0.0,573062,0,0.0,has joined Strasbourg permanently.,2025-09-02T13:30:29.210428Z,,,,0,Godo,MID,Fulham,Martial Godo
334,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.780927Z,0.0,0.0,515024,0,0.0,Has joined Oxford United on loan for the rest of the season.,2025-07-28T11:48:41.571901Z,,,,0,Harris,MID,Fulham,Luke Harris
335,1,0,100,3,102.5,12,0,33.2,91.6,789,0,0,0,0,0,146.0,2,11,0.91,0.40,1.31,10.92,10,32,17,59,2025-07-20T23:14:21.783626Z,,,577725,5,3.0,,,,,,27,King,MID,Fulham,Josh King
336,0,0,3,0,0.1,0,0,0.0,0.2,1,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,1,0,1,2025-07-20T23:14:21.786267Z,,,153366,0,0.3,,,,,,1,Reed,MID,Fulham,Harrison Reed
337,2,2,123,2,73.7,6,2,40.9,121.6,629,0,0,0,0,0,220.0,2,8,2.41,0.31,2.72,7.47,11,18,9,38,2025-07-20T23:14:21.788964Z,100.0,100.0,102057,1,2.7,,2025-10-29T18:00:08.542122Z,,,,32,Raúl,FWD,Fulham,Raúl Jiménez Rodríguez
338,1,3,47,1,42.0,4,1,22.2,61.8,348,1,0,0,0,0,122.0,1,4,0.94,0.01,0.95,5.66,9,7,3,19,2025-07-20T23:14:21.791619Z,0.0,0.0,244042,0,0.3,Hamstring injury - Expected back 01 Jan,2025-11-08T19:00:09.014811Z,,,,17,Muniz,FWD,Fulham,Rodrigo Muniz Carvalho
339,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.794331Z,,,437495,0,0.0,,,,,,0,Meslier,GK,Leeds United,Illan Meslier
340,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.800997Z,,,97846,0,0.0,,,,,,0,Cairns,GK,Leeds United,Alex Cairns
341,0,0,55,0,0.0,8,0,10.5,105.0,450,0,0,0,0,13,0.0,0,5,0.00,0.01,0.01,4.43,6,53,0,0,2025-07-20T23:14:21.803888Z,,,59735,0,0.0,,,,,,10,Darlow,GK,Leeds United,Karl Darlow
342,1,0,69,2,92.1,24,0,32.5,153.4,1138,0,0,0,0,0,79.0,3,13,0.66,0.52,1.18,18.08,46,58,30,76,2025-07-20T23:14:21.806557Z,100.0,100.0,226182,1,0.7,,2025-09-20T23:30:06.793765Z,,,,29,Bogle,DEF,Leeds United,Jayden Bogle
343,0,2,97,2,32.6,19,0,31.5,195.2,908,0,0,0,0,0,87.0,2,10,1.01,0.09,1.10,13.84,73,30,7,80,2025-07-20T23:14:21.809422Z,100.0,100.0,222694,3,1.3,,2025-10-23T13:30:08.346349Z,,,,28,Struijk,DEF,Leeds United,Pascal Struijk
344,0,0,27,0,11.6,7,0,8.0,58.4,306,0,0,0,0,0,10.0,0,3,0.12,0.01,0.13,5.86,22,14,5,27,2025-07-20T23:14:21.812601Z,100.0,100.0,434752,1,0.7,,2025-07-21T10:00:04.901206Z,,,,7,Bijol,DEF,Leeds United,Jaka Bijol
345,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.815641Z,75.0,75.0,437738,0,0.0,Knock - 75% chance of playing,2025-11-27T15:30:07.090974Z,,,,0,Bornauw,DEF,Leeds United,Sebastiaan Bornauw
346,0,0,-2,0,0.0,1,0,0.0,0.0,7,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.79,0,0,0,0,2025-07-20T23:14:21.818445Z,,,113564,0,0.0,,,,,,1,Byram,DEF,Leeds United,Sam Byram
347,0,6,118,2,189.0,21,0,46.7,207.8,1022,1,0,0,0,0,70.0,1,12,0.38,1.07,1.45,15.08,56,42,27,83,2025-07-20T23:14:21.821202Z,100.0,100.0,243526,1,1.0,,2025-10-25T09:30:08.635945Z,,,,29,Gudmundsson,DEF,Leeds United,Gabriel Gudmundsson
348,0,5,175,2,52.0,25,2,53.3,350.4,1170,0,0,0,0,0,130.0,1,13,0.68,0.11,0.79,19.27,101,41,15,116,2025-07-20T23:14:21.823957Z,100.0,100.0,214225,0,1.3,,2025-09-05T10:00:06.564684Z,,,,49,Rodon,DEF,Leeds United,Joe Rodon
349,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.826634Z,0.0,0.0,492368,0,0.0,has joined Werder Bremen on loan for the rest of the season.,2025-09-02T12:00:32.361624Z,,,,0,Schmidt,DEF,Leeds United,Isaac Schmidt
350,3,3,167,2,163.4,13,1,51.0,162.8,789,0,0,0,0,0,184.0,1,9,1.97,1.44,3.41,11.43,12,41,25,78,2025-07-20T23:14:21.829366Z,,,427637,1,3.3,,,,,,44,Aaronson,MID,Leeds United,Brenden Aaronson
351,0,0,38,1,43.7,7,0,8.5,23.2,246,0,0,0,0,0,18.0,2,4,0.18,0.11,0.29,5.66,2,9,12,23,2025-07-20T23:14:21.832071Z,100.0,100.0,492859,1,0.3,,2025-09-18T14:30:08.147956Z,,,,7,Gnonto,MID,Leeds United,Wilfried Gnonto
352,0,0,48,0,49.4,5,0,11.5,30.0,261,0,0,0,0,0,35.0,0,1,0.28,0.23,0.51,3.73,6,13,5,24,2025-07-20T23:14:21.834816Z,,,221399,0,0.3,,,,,,11,Harrison,MID,Leeds United,Jack Harrison
353,0,0,50,1,95.0,12,0,21.9,36.0,348,0,0,0,0,0,87.0,0,4,0.71,0.56,1.27,8.79,2,12,4,18,2025-07-20T23:14:21.837419Z,100.0,100.0,200617,1,1.0,,2025-10-01T21:30:06.176228Z,,,,13,James,MID,Leeds United,Daniel James
354,0,1,161,1,103.2,20,0,28.3,153.2,967,0,0,0,0,0,25.0,4,11,0.55,0.26,0.81,15.66,40,56,28,124,2025-07-20T23:14:21.840167Z,100.0,100.0,199598,2,2.7,,2025-10-23T13:30:08.371584Z,,,,30,Ampadu,MID,Leeds United,Ethan Ampadu
355,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.842976Z,0.0,0.0,248937,0,0.0,has joined Pogon Szczecin permanently.,2025-09-02T12:00:32.393623Z,,,,0,Greenwood,MID,Leeds United,Sam Greenwood
356,0,0,57,1,40.1,9,0,8.3,40.8,301,0,0,0,0,0,2.0,1,3,0.00,0.22,0.22,6.96,8,12,9,29,2025-07-20T23:14:21.846178Z,,,486520,2,0.7,,,,,,9,Gruev,MID,Leeds United,Ilia Gruev
357,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.849198Z,0.0,0.0,433952,0,0.0,has joined Valencia on loan for the rest of the season.,2025-09-02T12:00:32.377624Z,,,,0,Ramazani,MID,Leeds United,Largie Ramazani
